types, dx, dy, counts
Starfall Hammock;Woodland, 6, 4, 5;1;2;0;0;8
Starfall Hammock;Woodland, 6, 4, 5;1;2;0;1;7
Starfall Hammock;Woodland, 6, 4, 5;1;2;0;5;1
Starfall Hammock;Woodland, 6, 4, 6;0;0;3;2;6
Starfall Hammock;Woodland, 6, 4, 6;0;0;3;6;0
Starfall Hammock;Woodland, 6, 5, 0;8;2;0;2;6
Starfall Hammock;Woodland, 6, 5, 0;9;1;1;6;0
Starfall Hammock;Woodland, 6, 5, 1;7;2;0;5;1
Starfall Hammock;Woodland, 6, 5, 1;8;1;1;6;0
Starfall Hammock;Woodland, 6, 5, 2;6;0;2;6;1
Starfall Hammock;Woodland, 6, 5, 5;2;1;1;6;0
Starfall Hammock;Woodland, 6, 5, 6;0;0;2;6;1
Starfall Hammock;Woodland, 6, 5, 6;0;1;1;1;8
Starfall Hammock;Woodland, 6, 5, 6;0;1;1;5;2
Starfall Hammock;Woodland, 6, 5, 6;1;0;1;6;1
Starfall Hammock;Woodland, 6, 5, 6;1;0;2;2;6
Starfall Hammock;Woodland, 6, 5, 6;1;0;2;6;0
Starfall Hammock;Woodland, 6, 6, 0;8;1;1;1;8
Starfall Hammock;Woodland, 6, 6, 0;9;0;1;7;0
Starfall Hammock;Woodland, 6, 6, 0;9;1;1;1;7
Starfall Hammock;Woodland, 6, 6, 0;9;1;1;2;6
Starfall Hammock;Woodland, 6, 6, 1;7;1;1;1;8
Starfall Hammock;Woodland, 6, 6, 1;8;0;1;7;0
Starfall Hammock;Woodland, 6, 6, 1;8;1;0;0;9
Starfall Hammock;Woodland, 6, 6, 1;8;1;0;2;7
Starfall Hammock;Woodland, 6, 6, 2;6;2;0;5;1
Starfall Hammock;Woodland, 6, 6, 3;5;0;2;1;8
Starfall Hammock;Woodland, 6, 6, 5;2;0;1;7;0
Starfall Hammock;Woodland, 6, 6, 7;0;0;1;1;8
Starfall Hammock;Woodland, 6, 6, 7;0;0;1;2;7
Starfall Hammock;Woodland, 6, 6, 7;0;0;1;5;2
Starfall Hammock;Woodland, 7, 0, 0;6;0;6;2;2
Starfall Hammock;Woodland, 7, 0, 0;6;1;4;1;4
Starfall Hammock;Woodland, 7, 0, 0;6;1;5;2;2
Starfall Hammock;Woodland, 7, 0, 1;5;2;4;0;4
Starfall Hammock;Woodland, 7, 0, 1;5;3;0;5;0
Starfall Hammock;Woodland, 7, 0, 2;2;1;5;0;6
Starfall Hammock;Woodland, 7, 0, 2;2;5;0;1;3
Starfall Hammock;Woodland, 7, 0, 2;2;5;0;3;0
Starfall Hammock;Woodland, 7, 0, 2;3;1;4;0;6
Starfall Hammock;Woodland, 7, 0, 2;4;0;4;3;3
Starfall Hammock;Woodland, 7, 0, 2;4;1;3;2;4
Starfall Hammock;Woodland, 7, 0, 3;0;5;0;1;3
Starfall Hammock;Woodland, 7, 0, 3;0;5;0;3;0
Starfall Hammock;Woodland, 7, 0, 3;3;0;4;2;4
Starfall Hammock;Woodland, 7, 0, 4;2;1;3;5;0
Starfall Hammock;Woodland, 7, 0, 5;0;1;3;5;0
Starfall Hammock;Woodland, 7, 0, 5;0;2;2;2;4
Starfall Hammock;Woodland, 7, 0, 5;0;3;0;2;4
Starfall Hammock;Woodland, 7, 0, 5;0;3;0;5;0
Starfall Hammock;Woodland, 7, 1, 0;4;5;0;0;4
Starfall Hammock;Woodland, 7, 1, 0;4;5;0;3;0
Starfall Hammock;Woodland, 7, 1, 0;6;2;3;1;4
Starfall Hammock;Woodland, 7, 1, 1;4;1;3;0;8
Starfall Hammock;Woodland, 7, 1, 1;5;1;2;6;0
Starfall Hammock;Woodland, 7, 1, 1;6;1;4;1;3
Starfall Hammock;Woodland, 7, 1, 2;4;0;5;1;4
Starfall Hammock;Woodland, 7, 1, 3;0;5;0;2;2
Starfall Hammock;Woodland, 7, 2, 0;7;0;5;1;3
Starfall Hammock;Woodland, 7, 2, 0;8;0;4;3;2
Starfall Hammock;Woodland, 7, 2, 0;8;2;0;6;0
Starfall Hammock;Woodland, 7, 2, 1;3;5;0;2;2
Starfall Hammock;Woodland, 7, 2, 1;3;5;0;3;0
Starfall Hammock;Woodland, 7, 2, 2;6;2;0;6;0
Starfall Hammock;Woodland, 7, 2, 3;2;1;3;0;8
Starfall Hammock;Woodland, 7, 2, 3;3;1;4;1;4
Starfall Hammock;Woodland, 7, 2, 6;0;2;0;1;7
Starfall Hammock;Woodland, 7, 2, 6;0;2;0;2;6
Starfall Hammock;Woodland, 7, 2, 6;0;2;0;6;0
Starfall Hammock;Woodland, 7, 3, 0;6;0;5;2;3
Starfall Hammock;Woodland, 7, 3, 1;3;1;4;0;7
Starfall Hammock;Woodland, 7, 3, 1;3;5;0;1;3
Starfall Hammock;Woodland, 7, 3, 1;4;1;3;1;7
Starfall Hammock;Woodland, 7, 3, 1;5;1;4;1;4
Starfall Hammock;Woodland, 7, 3, 2;6;0;4;1;4
Starfall Hammock;Woodland, 7, 3, 2;6;1;1;1;7
Starfall Hammock;Woodland, 7, 3, 2;6;1;1;2;6
Starfall Hammock;Woodland, 7, 3, 2;6;2;0;1;7
Starfall Hammock;Woodland, 7, 3, 3;0;5;0;0;4
Starfall Hammock;Woodland, 7, 3, 3;5;2;0;6;0
Starfall Hammock;Woodland, 7, 4, 1;7;2;0;6;0
Starfall Hammock;Woodland, 7, 4, 2;6;0;3;1;7
Starfall Hammock;Woodland, 7, 4, 2;6;0;3;3;5
Starfall Hammock;Woodland, 7, 4, 2;6;0;3;6;0
Starfall Hammock;Woodland, 7, 4, 6;0;2;0;0;8
Starfall Hammock;Woodland, 7, 5, 0;9;1;0;0;9
Starfall Hammock;Woodland, 7, 5, 0;9;1;0;1;8
Starfall Hammock;Woodland, 7, 5, 6;1;0;1;1;8
Starfall Hammock;Woodland, 7, 6, 1;8;1;0;1;8
Starfall Hammock;Woodland, 7, 6, 1;8;1;0;7;0
Starfall Hammock;Woodland, 7, 6, 2;7;0;1;7;0
Starfall Hammock;Woodland, 7, 6, 2;7;1;0;0;9
Starfall Hammock;Woodland, 7, 6, 6;1;1;0;7;0
Starfall Hammock;Woodland, 7, 6, 7;0;0;1;7;0
Starfall Hammock;Woodland, 7, 6, 7;0;1;0;1;8
Starfall Hammock;Woodland, 7, 6, 7;0;1;0;2;7
Starfall Hammock;Woodland, 7, 6, 7;0;1;0;6;1
Starfall Hammock;Woodland, 7, 7, 0;9;1;0;2;7
Starfall Hammock;Woodland, 7, 7, 0;9;1;0;7;0
Starfall Hammock;Woodland, 7, 7, 0;9;1;1;3;5
Starfall Hammock;Woodland, 7, 7, 1;8;0;1;4;5
Starfall Hammock;Woodland, 7, 7, 1;8;1;1;2;6
Starfall Hammock;Woodland, 7, 7, 2;6;2;0;2;6
Starfall Hammock;Woodland, 7, 7, 2;7;1;0;1;8
Starfall Hammock;Woodland, 7, 7, 3;6;1;0;7;0
Starfall Hammock;Woodland, 7, 7, 7;0;1;0;3;6
Starfall Hammock;Woodland, 7, 7, 7;0;1;0;7;0
Starfall Hammock;Woodland, 8, 0, 0;6;0;6;0;6
Starfall Hammock;Woodland, 8, 0, 1;5;0;6;0;6
Starfall Hammock;Woodland, 8, 0, 1;5;0;6;1;5
Starfall Hammock;Woodland, 8, 0, 2;2;5;0;0;4
Starfall Hammock;Woodland, 8, 0, 2;4;0;6;0;6
Starfall Hammock;Woodland, 8, 0, 3;3;1;3;5;0
Starfall Hammock;Woodland, 8, 0, 5;0;1;3;1;5
Starfall Hammock;Woodland, 8, 1, 0;6;0;4;0;8
Starfall Hammock;Woodland, 8, 1, 0;6;0;4;1;7
Starfall Hammock;Woodland, 8, 1, 0;6;0;5;0;7
Starfall Hammock;Woodland, 8, 1, 0;7;0;5;0;6
Starfall Hammock;Woodland, 8, 1, 0;7;1;2;1;7
Starfall Hammock;Woodland, 8, 1, 0;8;0;4;0;6
Starfall Hammock;Woodland, 8, 1, 0;8;0;4;1;5
Starfall Hammock;Woodland, 8, 1, 1;5;0;4;0;8
Starfall Hammock;Woodland, 8, 1, 1;6;0;5;1;5
Starfall Hammock;Woodland, 8, 1, 2;4;0;4;1;7
Starfall Hammock;Woodland, 8, 1, 2;4;0;5;0;7
Starfall Hammock;Woodland, 8, 1, 2;6;1;1;0;8
Starfall Hammock;Woodland, 8, 2, 0;6;0;5;1;6
Starfall Hammock;Woodland, 8, 2, 1;5;0;4;1;7
Starfall Hammock;Woodland, 8, 2, 1;6;0;5;0;6
Starfall Hammock;Woodland, 8, 2, 1;7;0;4;0;6
Starfall Hammock;Woodland, 8, 2, 1;7;2;0;2;6
Starfall Hammock;Woodland, 8, 2, 2;2;5;0;2;2
Starfall Hammock;Woodland, 8, 2, 2;4;0;4;0;8
Starfall Hammock;Woodland, 8, 3, 1;5;0;5;0;7
Starfall Hammock;Woodland, 8, 3, 1;7;0;4;2;4
Starfall Hammock;Woodland, 8, 3, 1;7;1;1;3;5
Starfall Hammock;Woodland, 8, 3, 3;3;0;4;0;8
Starfall Hammock;Woodland, 8, 3, 3;3;0;4;1;7
Starfall Hammock;Woodland, 8, 4, 3;5;0;3;1;7
Starfall Hammock;Woodland, 8, 4, 3;5;0;3;6;0
Starfall Hammock;Woodland, 8, 4, 3;5;2;0;1;7
Starfall Hammock;Woodland, 8, 5, 0;9;0;2;0;9
Starfall Hammock;Woodland, 8, 5, 0;9;0;2;1;8
Starfall Hammock;Woodland, 8, 5, 1;8;0;2;0;9
Starfall Hammock;Woodland, 8, 5, 1;8;0;2;1;8
Starfall Hammock;Woodland, 8, 5, 2;6;2;0;3;5
Starfall Hammock;Woodland, 8, 5, 2;7;0;2;0;9
Starfall Hammock;Woodland, 8, 5, 2;7;0;2;1;8
Starfall Hammock;Woodland, 8, 5, 6;1;1;1;2;6
Starfall Hammock;Woodland, 8, 5, 6;1;1;1;6;0
Starfall Hammock;Woodland, 8, 6, 0;9;0;2;2;7
Starfall Hammock;Woodland, 8, 6, 1;8;0;2;2;7
Starfall Hammock;Woodland, 8, 6, 2;7;0;2;2;7
Starfall Hammock;Woodland, 8, 6, 2;7;0;2;3;6
Starfall Hammock;Woodland, 8, 6, 2;7;1;0;7;0
Starfall Hammock;Woodland, 8, 6, 6;0;2;0;3;5
Starfall Hammock;Woodland, 8, 7, 3;6;0;2;2;7
Starfall Hammock;Woodland, 8, 8, 0;9;0;2;3;6
Starfall Hammock;Woodland, 8, 8, 1;8;0;2;3;6
Starfall Hammock;Woodland, 8, 8, 3;5;2;0;3;5
Starfall Hammock;Woodland, 8, 8, 3;6;0;2;0;9
Starfall Hammock;Woodland, 8, 8, 7;0;0;1;3;6
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;0;0;8;10;0;4;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;0;0;10;6;0;2;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;0;0;10;8;0;0;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;1;5;0;13;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;1;8;0;8;0;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;6;0;0;24;0;0;6
Starfall Hammock;Woodland;Farmland, 2, 0, 0;0;6;0;0;24;0;2;4
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;0;0;10;6;0;1;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;0;0;6
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;0;1;5
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;0;2;4
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;0;4;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;1;1;4
Starfall Hammock;Woodland;Farmland, 2, 0, 0;1;5;0;0;24;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 0;2;0;0;10;6;0;0;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;2;4;0;0;24;0;0;6
Starfall Hammock;Woodland;Farmland, 2, 0, 0;4;0;0;0;24;0;2;4
Starfall Hammock;Woodland;Farmland, 2, 0, 0;4;0;0;0;24;0;4;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;4;0;0;4;16;0;4;0
Starfall Hammock;Woodland;Farmland, 2, 0, 0;4;0;0;8;10;0;0;0
Starfall Hammock;Woodland;Farmland, 2, 0, 1;0;1;5;0;12;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 1;0;5;0;0;24;1;0;5
Starfall Hammock;Woodland;Farmland, 2, 0, 1;1;4;0;0;24;0;0;6
Starfall Hammock;Woodland;Farmland, 2, 0, 1;1;4;0;0;24;1;1;4
Starfall Hammock;Woodland;Farmland, 2, 0, 2;0;1;5;0;11;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 2;0;4;0;0;24;0;1;5
Starfall Hammock;Woodland;Farmland, 2, 0, 2;0;4;0;0;24;1;1;4
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;0;0;24;0;2;4
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;0;0;24;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;4;0;14;3;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;5;0;11;1;0;2
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;5;0;11;2;0;1
Starfall Hammock;Woodland;Farmland, 2, 0, 3;0;1;5;0;12;1;0;1
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;0;0;5;11;0;7;0
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;2;0;8;10;0;0;2
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;7;0;0;19;0;7;0
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;7;0;0;20;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;7;0;0;22;0;0;9
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;9;0;0;20;0;0;9
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;9;0;0;22;0;2;5
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;9;0;0;22;1;1;5
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;10;0;0;21;0;0;7
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;10;0;0;21;1;1;5
Starfall Hammock;Woodland;Farmland, 2, 1, 0;0;11;0;0;20;0;2;5
Starfall Hammock;Woodland;Farmland, 2, 1, 0;1;2;3;0;12;5;0;2
Starfall Hammock;Woodland;Farmland, 2, 1, 0;1;6;0;0;20;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 1, 0;1;6;0;0;22;0;1;8
Starfall Hammock;Woodland;Farmland, 2, 1, 0;1;8;0;0;19;1;0;9
Starfall Hammock;Woodland;Farmland, 2, 1, 0;1;10;0;0;20;1;0;6
Starfall Hammock;Woodland;Farmland, 2, 1, 0;2;0;0;8;8;0;2;0
Starfall Hammock;Woodland;Farmland, 2, 1, 0;7;0;0;0;19;0;1;6
Starfall Hammock;Woodland;Farmland, 2, 1, 0;7;0;0;3;8;0;4;1
Starfall Hammock;Woodland;Farmland, 2, 1, 0;7;0;0;5;9;0;0;2
Starfall Hammock;Woodland;Farmland, 2, 1, 1;0;2;3;0;12;5;0;2
Starfall Hammock;Woodland;Farmland, 2, 1, 1;0;6;0;0;20;0;1;10
Starfall Hammock;Woodland;Farmland, 2, 1, 1;0;6;0;0;22;0;0;9
Starfall Hammock;Woodland;Farmland, 2, 1, 1;0;7;0;0;19;5;0;1
Starfall Hammock;Woodland;Farmland, 2, 1, 1;1;5;0;0;20;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 1, 1;1;7;0;0;22;2;0;5
Starfall Hammock;Woodland;Farmland, 2, 1, 1;1;8;0;0;21;0;1;6
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;1;3;0;12;5;0;1
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;5;0;0;20;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;5;0;0;22;0;1;8
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;6;0;0;19;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;6;0;0;22;0;1;7
Starfall Hammock;Woodland;Farmland, 2, 1, 2;0;8;0;0;21;0;1;6
Starfall Hammock;Woodland;Farmland, 2, 1, 5;0;1;0;0;16;5;0;1
Starfall Hammock;Woodland;Farmland, 2, 1, 5;0;1;0;0;17;1;1;8
Starfall Hammock;Woodland;Farmland, 2, 1, 5;0;1;3;0;12;2;0;1
Starfall Hammock;Woodland;Farmland, 2, 1, 5;0;2;3;0;12;0;1;2
Starfall Hammock;Woodland;Farmland, 2, 1, 5;0;2;3;0;12;1;0;2
Starfall Hammock;Woodland;Farmland, 2, 2, 0;0;11;0;0;18;0;7;0
Starfall Hammock;Woodland;Farmland, 2, 2, 0;0;11;0;0;18;5;0;2
Starfall Hammock;Woodland;Farmland, 2, 2, 0;3;0;0;8;3;0;1;1
Starfall Hammock;Woodland;Farmland, 2, 2, 0;5;2;0;0;18;0;7;0
Starfall Hammock;Woodland;Farmland, 2, 2, 0;6;1;0;0;18;0;6;1
Starfall Hammock;Woodland;Farmland, 2, 2, 0;6;1;0;2;10;0;6;1
Starfall Hammock;Woodland;Farmland, 2, 2, 0;7;0;0;0;18;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 2, 0;7;0;0;0;18;0;5;2
Starfall Hammock;Woodland;Farmland, 2, 2, 0;7;0;0;2;10;0;5;2
Starfall Hammock;Woodland;Farmland, 2, 2, 1;0;10;0;0;18;1;1;9
Starfall Hammock;Woodland;Farmland, 2, 2, 1;1;9;0;0;18;1;0;10
Starfall Hammock;Woodland;Farmland, 2, 2, 1;2;8;0;0;18;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 2, 2;1;8;0;0;18;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 2, 4;0;2;3;0;4;5;0;0
Starfall Hammock;Woodland;Farmland, 2, 2, 5;0;2;0;0;18;0;0;11
Starfall Hammock;Woodland;Farmland, 2, 2, 5;0;2;0;0;18;5;0;0
Starfall Hammock;Woodland;Farmland, 2, 2, 5;0;2;3;0;4;4;0;0
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;0;0;8;6;0;4;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;0;0;8;7;0;4;3
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;0;0;10;4;1;0;1
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;2;5;0;7;3;0;6
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;2;8;0;6;0;0;2
Starfall Hammock;Woodland;Farmland, 3, 0, 0;0;11;0;0;19;1;1;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;1;7;0;0;20;1;1;6
Starfall Hammock;Woodland;Farmland, 3, 0, 0;1;10;0;0;19;1;1;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;2;4;0;0;20;0;0;10
Starfall Hammock;Woodland;Farmland, 3, 0, 0;2;10;0;0;18;2;0;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;0;0;4;12;0;4;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;1;0;0;19;0;4;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;1;0;4;11;0;4;4
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;2;0;4;12;0;4;2
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;3;0;8;7;0;0;0
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;4;0;0;16;1;0;9
Starfall Hammock;Woodland;Farmland, 3, 0, 0;4;4;0;8;6;0;0;0
Starfall Hammock;Woodland;Farmland, 3, 0, 1;0;1;5;0;7;3;0;6
Starfall Hammock;Woodland;Farmland, 3, 0, 1;0;8;0;0;20;3;0;2
Starfall Hammock;Woodland;Farmland, 3, 0, 1;0;9;0;0;20;1;1;4
Starfall Hammock;Woodland;Farmland, 3, 0, 1;1;4;0;0;20;1;1;8
Starfall Hammock;Woodland;Farmland, 3, 0, 1;1;5;0;0;17;0;2;10
Starfall Hammock;Woodland;Farmland, 3, 0, 2;0;2;5;0;8;3;0;3
Starfall Hammock;Woodland;Farmland, 3, 0, 2;0;7;0;0;20;1;1;5
Starfall Hammock;Woodland;Farmland, 3, 0, 3;0;2;5;0;9;2;0;2
Starfall Hammock;Woodland;Farmland, 3, 0, 3;0;4;5;0;8;1;0;2
Starfall Hammock;Woodland;Farmland, 3, 0, 3;0;5;5;0;8;1;0;1
Starfall Hammock;Woodland;Farmland, 3, 1, 0;0;2;0;5;7;0;7;3
Starfall Hammock;Woodland;Farmland, 3, 1, 0;0;2;0;5;8;0;7;2
Starfall Hammock;Woodland;Farmland, 3, 1, 0;0;13;0;0;18;1;0;6
Starfall Hammock;Woodland;Farmland, 3, 1, 0;0;15;0;0;16;1;0;8
Starfall Hammock;Woodland;Farmland, 3, 1, 0;0;16;0;0;15;2;0;7
Starfall Hammock;Woodland;Farmland, 3, 1, 0;1;3;0;8;6;0;1;3
Starfall Hammock;Woodland;Farmland, 3, 1, 0;2;0;0;6;5;0;6;2
Starfall Hammock;Woodland;Farmland, 3, 1, 0;2;1;0;8;6;0;2;1
Starfall Hammock;Woodland;Farmland, 3, 1, 0;2;8;0;0;18;0;2;8
Starfall Hammock;Woodland;Farmland, 3, 1, 0;6;0;0;2;10;0;6;2
Starfall Hammock;Woodland;Farmland, 3, 1, 0;7;2;0;5;8;0;0;2
Starfall Hammock;Woodland;Farmland, 3, 1, 1;0;2;3;0;8;5;0;6
Starfall Hammock;Woodland;Farmland, 3, 1, 1;0;3;4;0;7;4;0;6
Starfall Hammock;Woodland;Farmland, 3, 1, 1;0;6;0;0;18;0;0;13
Starfall Hammock;Woodland;Farmland, 3, 1, 1;0;12;0;0;14;0;7;1
Starfall Hammock;Woodland;Farmland, 3, 1, 1;1;8;0;0;14;5;0;6
Starfall Hammock;Woodland;Farmland, 3, 1, 1;1;11;0;0;18;1;0;6
Starfall Hammock;Woodland;Farmland, 3, 1, 1;1;13;0;0;16;2;0;7
Starfall Hammock;Woodland;Farmland, 3, 1, 1;1;14;0;0;15;2;0;7
Starfall Hammock;Woodland;Farmland, 3, 1, 2;0;1;3;0;8;5;0;5
Starfall Hammock;Woodland;Farmland, 3, 1, 2;0;5;0;0;18;0;0;13
Starfall Hammock;Woodland;Farmland, 3, 1, 4;0;5;2;0;11;4;0;4
Starfall Hammock;Woodland;Farmland, 3, 1, 5;0;3;3;0;10;0;1;3
Starfall Hammock;Woodland;Farmland, 3, 1, 5;0;4;3;0;8;2;0;2
Starfall Hammock;Woodland;Farmland, 3, 1, 5;0;5;3;0;8;1;0;3
Starfall Hammock;Woodland;Farmland, 3, 2, 0;0;4;0;5;5;0;7;2
Starfall Hammock;Woodland;Farmland, 3, 2, 0;0;4;0;8;4;0;0;4
Starfall Hammock;Woodland;Farmland, 3, 2, 0;0;14;0;0;16;1;2;9
Starfall Hammock;Woodland;Farmland, 3, 2, 0;0;15;0;0;15;2;1;9
Starfall Hammock;Woodland;Farmland, 3, 2, 0;0;16;0;0;12;2;0;12
Starfall Hammock;Woodland;Farmland, 3, 2, 0;1;15;0;0;14;1;0;11
Starfall Hammock;Woodland;Farmland, 3, 2, 0;2;1;0;8;2;0;2;2
Starfall Hammock;Woodland;Farmland, 3, 2, 0;5;3;0;2;11;0;7;0
Starfall Hammock;Woodland;Farmland, 3, 2, 0;5;7;0;0;14;0;7;1
Starfall Hammock;Woodland;Farmland, 3, 2, 0;7;2;0;5;5;0;0;4
Starfall Hammock;Woodland;Farmland, 3, 2, 0;7;3;0;0;14;0;5;5
Starfall Hammock;Woodland;Farmland, 3, 2, 0;7;5;0;0;11;0;5;6
Starfall Hammock;Woodland;Farmland, 3, 2, 1;0;3;3;0;7;5;0;6
Starfall Hammock;Woodland;Farmland, 3, 2, 1;0;12;0;0;16;0;2;11
Starfall Hammock;Woodland;Farmland, 3, 2, 1;2;9;0;0;14;1;0;15
Starfall Hammock;Woodland;Farmland, 3, 2, 2;1;10;0;0;16;1;0;12
Starfall Hammock;Woodland;Farmland, 3, 2, 3;0;9;0;0;14;0;0;16
Starfall Hammock;Woodland;Farmland, 3, 2, 3;0;9;0;0;15;0;1;14
Starfall Hammock;Woodland;Farmland, 3, 2, 5;0;4;0;0;14;0;0;15
Starfall Hammock;Woodland;Farmland, 3, 2, 5;0;5;3;0;8;0;0;4
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;3;0;8;2;1;1;1
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;17;0;0;14;1;2;9
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;19;0;0;11;5;0;6
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;19;0;0;12;0;3;11
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;20;0;0;9;0;3;13
Starfall Hammock;Woodland;Farmland, 3, 3, 0;0;20;0;0;11;0;3;11
Starfall Hammock;Woodland;Farmland, 3, 3, 0;1;0;0;5;5;0;7;5
Starfall Hammock;Woodland;Farmland, 3, 3, 0;1;13;0;0;11;0;2;18
Starfall Hammock;Woodland;Farmland, 3, 3, 0;1;19;0;0;11;1;1;12
Starfall Hammock;Woodland;Farmland, 3, 3, 0;2;0;0;5;6;0;7;3
Starfall Hammock;Woodland;Farmland, 3, 3, 0;2;12;0;0;11;0;0;20
Starfall Hammock;Woodland;Farmland, 3, 3, 0;5;3;0;2;10;0;7;4
Starfall Hammock;Woodland;Farmland, 3, 3, 0;5;8;0;0;10;0;7;7
Starfall Hammock;Woodland;Farmland, 3, 3, 0;7;2;0;2;7;0;5;8
Starfall Hammock;Woodland;Farmland, 3, 3, 0;7;3;0;5;6;0;2;0
Starfall Hammock;Woodland;Farmland, 3, 3, 0;7;4;0;5;7;0;0;0
Starfall Hammock;Woodland;Farmland, 3, 3, 0;7;7;0;0;9;0;5;9
Starfall Hammock;Woodland;Farmland, 3, 3, 0;7;8;0;0;11;0;0;15
Starfall Hammock;Woodland;Farmland, 3, 3, 1;0;3;3;0;6;5;0;8
Starfall Hammock;Woodland;Farmland, 3, 3, 1;0;4;3;0;6;5;0;7
Starfall Hammock;Woodland;Farmland, 3, 3, 1;0;11;0;0;14;1;0;16
Starfall Hammock;Woodland;Farmland, 3, 3, 1;0;16;0;0;14;1;1;10
Starfall Hammock;Woodland;Farmland, 3, 3, 1;1;12;0;0;11;1;0;19
Starfall Hammock;Woodland;Farmland, 3, 3, 1;1;12;0;0;14;0;2;13
Starfall Hammock;Woodland;Farmland, 3, 3, 2;1;9;0;0;14;0;0;17
Starfall Hammock;Woodland;Farmland, 3, 3, 5;0;7;3;0;7;0;1;3
Starfall Hammock;Woodland;Farmland, 3, 3, 5;0;9;3;0;4;1;0;4
Starfall Hammock;Woodland;Farmland, 4, 0, 0;0;12;0;0;18;0;0;12
Starfall Hammock;Woodland;Farmland, 4, 0, 0;0;12;0;0;18;0;1;11
Starfall Hammock;Woodland;Farmland, 4, 0, 0;0;12;0;0;18;1;0;11
Starfall Hammock;Woodland;Farmland, 4, 0, 0;0;12;0;0;18;1;1;10
Starfall Hammock;Woodland;Farmland, 4, 0, 0;1;9;0;6;10;0;1;9
Starfall Hammock;Woodland;Farmland, 4, 0, 0;1;9;0;6;10;0;4;4
Starfall Hammock;Woodland;Farmland, 4, 0, 0;1;9;4;0;10;1;0;11
Starfall Hammock;Woodland;Farmland, 4, 0, 0;1;11;0;0;18;0;0;12
Starfall Hammock;Woodland;Farmland, 4, 0, 0;1;11;0;0;18;0;1;11
